Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Raphael Silva,Papelaria,684.69,693.12,0.31,0.52,2021-07-31
Caroline Reis,Papelaria,795.68,491.65,0.2,0.52,2021-07-31
Letícia Nascimento,Eletrônicos,4150.7,2525.98,0.12,0.22,2021-08-01
Ana Sousa,Eletrônicos,6758.87,2537.17,0.14,0.18,2021-08-01
Gustavo Martins,Eletrônicos,3305.56,1578.38,0.11,0.21,2021-08-01
Beatriz Santos,Vestuário,2896.96,2760.22,0.2,0.17,2021-08-01
Camila Lima,Vestuário,3988.14,1924.62,0.23,0.21,2021-08-01
Thiago Barbosa,Acessórios,1833.3,936.69,0.62,0.44,2021-08-01
Letícia Ribeiro,Acessórios,431.97,1068.64,0.58,0.44,2021-08-01
Enzo Nascimento,Casa,6076.45,4901.21,0.23,0.3,2021-08-01
Guilherme Santos,Casa,6083.18,5978.96,0.11,0.29,2021-08-01
Vitória Ribeiro,Brinquedo,3291.45,4144.94,0.17,0.28,2021-08-01
Julia Araújo,Esportes,2158.46,4256.77,0.45,0.26,2021-08-01
Lucas Rodrigues,Esportes,5964.26,4551.92,0.25,0.33,2021-08-01
Thiago Carvalho,Esportes,5009.11,1925.4,0.36,0.36,2021-08-01
Mateus Barbosa,Eletrônicos,1763.13,3819.73,0.23,0.23,2021-08-01
Camila Carvalho,Casa,2893.24,5878.34,0.15,0.26,2021-08-01
Diego Cardoso,Vestuário,492.31,1253.0,0.24,0.15,2021-08-01
Jorge Santos,Brinquedo,2813.1,4440.78,0.4,0.24,2021-08-01
Raphael Silva,Papelaria,260.94,768.89,0.27,0.38,2021-08-01
Caroline Reis,Papelaria,896.39,900.59,0.25,0.4,2021-08-01
Letícia Nascimento,Eletrônicos,1417.27,3374.61,0.19,0.17,2021-08-02
Ana Sousa,Eletrônicos,2852.87,3355.06,0.22,0.22,2021-08-02
Gustavo Martins,Eletrônicos,1429.56,4016.63,0.25,0.2,2021-08-02
Beatriz Santos,Vestuário,3469.14,2556.07,0.13,0.14,2021-08-02
Camila Lima,Vestuário,265.89,1273.22,0.21,0.14,2021-08-02
Thiago Barbosa,Acessórios,1090.81,1790.77,0.78,0.54,2021-08-02
Letícia Ribeiro,Acessórios,970.3,1067.71,0.38,0.52,2021-08-02
Enzo Nascimento,Casa,1571.99,6018.53,0.13,0.24,2021-08-02
Guilherme Santos,Casa,2858.39,5047.21,0.35,0.32,2021-08-02
Vitória Ribeiro,Brinquedo,3519.32,2720.68,0.32,0.23,2021-08-02
Julia Araújo,Esportes,7051.36,1911.61,0.49,0.36,2021-08-02
Lucas Rodrigues,Esportes,1478.5,5863.39,0.21,0.33,2021-08-02
Thiago Carvalho,Esportes,6240.63,3033.76,0.21,0.38,2021-08-02
Mateus Barbosa,Eletrônicos,6649.94,1848.79,0.1,0.17,2021-08-02
Camila Carvalho,Casa,5693.49,2159.35,0.12,0.25,2021-08-02
Diego Cardoso,Vestuário,136.15,4071.31,0.08,0.17,2021-08-02
Jorge Santos,Brinquedo,3252.4,3360.33,0.25,0.24,2021-08-02
Raphael Silva,Papelaria,914.03,864.08,0.22,0.54,2021-08-02
Caroline Reis,Papelaria,619.76,367.23,0.47,0.52,2021-08-02
Letícia Nascimento,Eletrônicos,864.66,3601.34,0.16,0.22,2021-08-03
Ana Sousa,Eletrônicos,650.79,2442.52,0.14,0.18,2021-08-03
Gustavo Martins,Eletrônicos,3766.66,3732.53,0.08,0.23,2021-08-03
Beatriz Santos,Vestuário,1991.12,4075.71,0.25,0.19,2021-08-03
Camila Lima,Vestuário,4046.77,1781.96,0.14,0.18,2021-08-03
Thiago Barbosa,Acessórios,1631.64,464.61,0.52,0.42,2021-08-03
Letícia Ribeiro,Acessórios,2012.65,813.39,0.6,0.58,2021-08-03
Enzo Nascimento,Casa,4590.24,3112.36,0.31,0.32,2021-08-03
Guilherme Santos,Casa,4253.69,2006.09,0.26,0.29,2021-08-03
Vitória Ribeiro,Brinquedo,190.7,2070.4,0.13,0.23,2021-08-03
Julia Araújo,Esportes,5780.32,4723.99,0.38,0.31,2021-08-03
Lucas Rodrigues,Esportes,5343.32,4314.45,0.38,0.27,2021-08-03
Thiago Carvalho,Esportes,787.55,3230.67,0.21,0.35,2021-08-03
Mateus Barbosa,Eletrônicos,603.16,2839.74,0.14,0.19,2021-08-03
Camila Carvalho,Casa,6681.28,6347.59,0.3,0.28,2021-08-03
Diego Cardoso,Vestuário,1621.84,3709.1,0.27,0.18,2021-08-03
Jorge Santos,Brinquedo,4585.94,2130.86,0.38,0.22,2021-08-03
Raphael Silva,Papelaria,415.54,672.77,0.7,0.41,2021-08-03
Caroline Reis,Papelaria,726.81,876.11,0.61,0.49,2021-08-03
Letícia Nascimento,Eletrônicos,4525.16,1736.76,0.16,0.18,2021-08-04
Ana Sousa,Eletrônicos,2638.99,3962.63,0.23,0.22,2021-08-04
Gustavo Martins,Eletrônicos,2256.71,4791.79,0.28,0.2,2021-08-04
Beatriz Santos,Vestuário,2851.88,3879.98,0.13,0.15,2021-08-04
Camila Lima,Vestuário,2539.86,1988.49,0.17,0.14,2021-08-04
Thiago Barbosa,Acessórios,931.67,1408.4,0.68,0.48,2021-08-04
Letícia Ribeiro,Acessórios,335.83,618.19,0.42,0.56,2021-08-04
Enzo Nascimento,Casa,3121.55,5419.89,0.28,0.31,2021-08-04
Guilherme Santos,Casa,4252.61,5459.49,0.24,0.23,2021-08-04
Vitória Ribeiro,Brinquedo,2096.72,2153.08,0.33,0.26,2021-08-04
Julia Araújo,Esportes,4364.96,1511.46,0.43,0.36,2021-08-04
Lucas Rodrigues,Esportes,4042.8,4526.23,0.18,0.34,2021-08-04
Thiago Carvalho,Esportes,735.6,2805.29,0.21,0.38,2021-08-04
Mateus Barbosa,Eletrônicos,4551.95,3432.82,0.21,0.18,2021-08-04
Camila Carvalho,Casa,6557.67,3896.83,0.34,0.25,2021-08-04
Diego Cardoso,Vestuário,519.53,1814.21,0.24,0.2,2021-08-04
Jorge Santos,Brinquedo,4050.2,3436.46,0.31,0.29,2021-08-04
Raphael Silva,Papelaria,621.4,269.85,0.65,0.45,2021-08-04
Caroline Reis,Papelaria,525.49,913.0,0.29,0.52,2021-08-04
Letícia Nascimento,Eletrônicos,1240.58,4403.97,0.26,0.18,2021-08-05
Ana Sousa,Eletrônicos,2474.46,3128.53,0.25,0.21,2021-08-05
Gustavo Martins,Eletrônicos,5125.59,2414.19,0.18,0.22,2021-08-05
Beatriz Santos,Vestuário,4072.29,1625.96,0.15,0.18,2021-08-05
Camila Lima,Vestuário,665.32,2309.47,0.1,0.19,2021-08-05
Thiago Barbosa,Acessórios,909.63,1802.12,0.62,0.6,2021-08-05
Letícia Ribeiro,Acessórios,1635.66,934.79,0.62,0.56,2021-08-05
Enzo Nascimento,Casa,5674.83,3026.43,0.33,0.26,2021-08-05
Guilherme Santos,Casa,241.77,4844.86,0.18,0.3,2021-08-05
Vitória Ribeiro,Brinquedo,2840.97,1403.85,0.31,0.3,2021-08-05
Julia Araújo,Esportes,2890.03,5311.65,0.39,0.36,2021-08-05
Lucas Rodrigues,Esportes,6975.27,4553.68,0.27,0.26,2021-08-05
Thiago Carvalho,Esportes,3520.99,3808.81,0.17,0.31,2021-08-05
Mateus Barbosa,Eletrônicos,6309.26,2367.67,0.13,0.18,2021-08-05
Camila Carvalho,Casa,2731.39,3289.41,0.36,0.3,2021-08-05
Diego Cardoso,Vestuário,2258.64,2630.47,0.27,0.18,2021-08-05
Jorge Santos,Brinquedo,2386.83,3831.18,0.33,0.28,2021-08-05
Raphael Silva,Papelaria,643.41,266.61,0.43,0.45,2021-08-05
Caroline Reis,Papelaria,474.4,355.62,0.25,0.52,2021-08-05
Letícia Nascimento,Eletrônicos,1079.42,2814.04,0.25,0.22,2021-08-06
Ana Sousa,Eletrônicos,4087.69,4360.79,0.13,0.24,2021-08-06
Gustavo Martins,Eletrônicos,3577.25,3935.61,0.15,0.22,2021-08-06
Beatriz Santos,Vestuário,4648.86,4045.63,0.17,0.19,2021-08-06
Camila Lima,Vestuário,1815.69,4051.32,0.07,0.15,2021-08-06
Thiago Barbosa,Acessórios,337.24,991.4,0.24,0.52,2021-08-06
Letícia Ribeiro,Acessórios,895.55,462.65,0.76,0.54,2021-08-06
Enzo Nascimento,Casa,7394.44,6308.19,0.26,0.22,2021-08-06
Guilherme Santos,Casa,5931.2,4745.62,0.15,0.3,2021-08-06
Vitória Ribeiro,Brinquedo,1243.0,4534.7,0.29,0.29,2021-08-06
Julia Araújo,Esportes,3113.41,4577.15,0.38,0.36,2021-08-06
Lucas Rodrigues,Esportes,5651.69,5662.7,0.49,0.33,2021-08-06
Thiago Carvalho,Esportes,712.63,3066.35,0.29,0.36,2021-08-06
Mateus Barbosa,Eletrônicos,6734.32,3677.16,0.2,0.24,2021-08-06
Camila Carvalho,Casa,411.17,5020.29,0.18,0.26,2021-08-06
Diego Cardoso,Vestuário,3894.31,2681.64,0.14,0.17,2021-08-06
Jorge Santos,Brinquedo,2521.76,2692.63,0.25,0.22,2021-08-06
Raphael Silva,Papelaria,508.87,918.5,0.22,0.47,2021-08-06
Caroline Reis,Papelaria,708.2,730.28,0.2,0.49,2021-08-06
Letícia Nascimento,Eletrônicos,5474.49,4373.44,0.32,0.22,2021-08-07
Ana Sousa,Eletrônicos,6429.91,3540.93,0.17,0.23,2021-08-07
Gustavo Martins,Eletrônicos,248.64,5242.11,0.25,0.18,2021-08-07
Beatriz Santos,Vestuário,1227.9,1155.01,0.08,0.2,2021-08-07
Camila Lima,Vestuário,1160.0,1300.99,0.2,0.18,2021-08-07
Thiago Barbosa,Acessórios,1004.48,1471.95,0.6,0.44,2021-08-07
Letícia Ribeiro,Acessórios,1463.29,1005.78,0.4,0.48,2021-08-07
Enzo Nascimento,Casa,2951.7,4024.77,0.36,0.28,2021-08-07
Guilherme Santos,Casa,5035.31,6059.8,0.33,0.24,2021-08-07
Vitória Ribeiro,Brinquedo,2358.05,1157.35,0.11,0.27,2021-08-07
Julia Araújo,Esportes,2664.86,4780.4,0.16,0.27,2021-08-07
Lucas Rodrigues,Esportes,3305.14,2019.63,0.2,0.33,2021-08-07
Thiago Carvalho,Esportes,667.54,4671.49,0.51,0.26,2021-08-07
Mateus Barbosa,Eletrônicos,2558.61,4628.63,0.29,0.21,2021-08-07
Camila Carvalho,Casa,218.85,5043.31,0.35,0.24,2021-08-07
Diego Cardoso,Vestuário,3102.53,2541.65,0.1,0.19,2021-08-07
Jorge Santos,Brinquedo,1778.58,2016.35,0.18,0.21,2021-08-07
Raphael Silva,Papelaria,654.27,513.01,0.25,0.41,2021-08-07
Caroline Reis,Papelaria,155.68,867.64,0.65,0.52,2021-08-07
Letícia Nascimento,Eletrônicos,6041.54,3524.12,0.29,0.22,2021-08-08
Ana Sousa,Eletrônicos,4775.75,1879.39,0.18,0.21,2021-08-08
Gustavo Martins,Eletrônicos,1768.44,1517.68,0.11,0.17,2021-08-08
Beatriz Santos,Vestuário,2833.39,1742.85,0.11,0.15,2021-08-08
Camila Lima,Vestuário,3969.72,2370.11,0.17,0.17,2021-08-08
Thiago Barbosa,Acessórios,1715.94,1158.4,0.42,0.52,2021-08-08
Letícia Ribeiro,Acessórios,1892.48,1785.29,0.46,0.4,2021-08-08
Enzo Nascimento,Casa,7557.45,2908.9,0.22,0.26,2021-08-08
Guilherme Santos,Casa,4172.08,1975.95,0.32,0.32,2021-08-08
Vitória Ribeiro,Brinquedo,1414.16,2079.8,0.23,0.21,2021-08-08
Julia Araújo,Esportes,351.0,2742.22,0.23,0.38,2021-08-08
Lucas Rodrigues,Esportes,858.95,4283.47,0.44,0.35,2021-08-08
Thiago Carvalho,Esportes,3700.86,4008.39,0.22,0.31,2021-08-08
Mateus Barbosa,Eletrônicos,6214.81,3450.58,0.18,0.22,2021-08-08
Camila Carvalho,Casa,6504.53,5327.76,0.31,0.31,2021-08-08
Diego Cardoso,Vestuário,2324.51,3742.89,0.28,0.2,2021-08-08
Jorge Santos,Brinquedo,5557.61,1214.03,0.18,0.29,2021-08-08
Raphael Silva,Papelaria,992.54,241.37,0.72,0.52,2021-08-08
Caroline Reis,Papelaria,616.1,579.21,0.59,0.43,2021-08-08
Letícia Nascimento,Eletrônicos,3676.87,3637.78,0.15,0.21,2021-08-09
Ana Sousa,Eletrônicos,3281.42,3683.72,0.16,0.18,2021-08-09
Gustavo Martins,Eletrônicos,2027.02,2297.64,0.14,0.21,2021-08-09
Beatriz Santos,Vestuário,3693.87,1517.11,0.07,0.17,2021-08-09
Camila Lima,Vestuário,3374.11,1670.54,0.09,0.18,2021-08-09
Thiago Barbosa,Acessórios,2204.5,1219.21,0.76,0.56,2021-08-09
Letícia Ribeiro,Acessórios,163.18,1046.51,0.54,0.5,2021-08-09
Enzo Nascimento,Casa,1992.95,5701.75,0.11,0.26,2021-08-09
Guilherme Santos,Casa,6269.11,6223.89,0.19,0.3,2021-08-09
Vitória Ribeiro,Brinquedo,5491.5,1832.51,0.17,0.2,2021-08-09
Julia Araújo,Esportes,4271.63,4848.79,0.45,0.27,2021-08-09
Lucas Rodrigues,Esportes,6277.95,2068.69,0.45,0.33,2021-08-09
Thiago Carvalho,Esportes,2357.56,4781.01,0.16,0.35,2021-08-09
Mateus Barbosa,Eletrônicos,2933.76,5291.84,0.17,0.18,2021-08-09
Camila Carvalho,Casa,6526.04,1621.93,0.13,0.29,2021-08-09
Diego Cardoso,Vestuário,2272.93,1211.31,0.19,0.17,2021-08-09
Jorge Santos,Brinquedo,5455.48,1982.14,0.33,0.22,2021-08-09
Raphael Silva,Papelaria,355.83,328.01,0.31,0.49,2021-08-09
Caroline Reis,Papelaria,1051.58,612.5,0.7,0.47,2021-08-09
Letícia Nascimento,Eletrônicos,2544.34,3367.92,0.21,0.23,2021-08-10
Ana Sousa,Eletrônicos,1381.39,4836.03,0.29,0.22,2021-08-10
Gustavo Martins,Eletrônicos,2860.97,3766.35,0.1,0.18,2021-08-10
Beatriz Santos,Vestuário,4148.39,2737.4,0.24,0.17,2021-08-10
Camila Lima,Vestuário,158.65,2429.28,0.27,0.2,2021-08-10
Thiago Barbosa,Acessórios,702.19,1078.47,0.52,0.4,2021-08-10
Letícia Ribeiro,Acessórios,1822.73,1750.42,0.3,0.56,2021-08-10
Enzo Nascimento,Casa,5081.97,1943.82,0.13,0.32,2021-08-10
Guilherme Santos,Casa,3871.19,1682.8,0.43,0.31,2021-08-10
Vitória Ribeiro,Brinquedo,4962.09,2764.83,0.34,0.26,2021-08-10
Julia Araújo,Esportes,7140.63,2360.77,0.52,0.29,2021-08-10
Lucas Rodrigues,Esportes,4208.06,3689.6,0.34,0.27,2021-08-10
Thiago Carvalho,Esportes,4092.68,2114.2,0.18,0.38,2021-08-10
Mateus Barbosa,Eletrônicos,6031.7,4332.8,0.21,0.18,2021-08-10
Camila Carvalho,Casa,6419.24,1735.79,0.41,0.3,2021-08-10
Diego Cardoso,Vestuário,4846.22,1803.87,0.08,0.18,2021-08-10
Jorge Santos,Brinquedo,2870.2,3685.08,0.31,0.28,2021-08-10
Raphael Silva,Papelaria,120.45,615.12,0.45,0.45,2021-08-10
Caroline Reis,Papelaria,409.22,256.66,0.63,0.47,2021-08-10
Letícia Nascimento,Eletrônicos,1519.35,3913.78,0.22,0.23,2021-08-11
Ana Sousa,Eletrônicos,6350.77,4326.31,0.3,0.18,2021-08-11
Gustavo Martins,Eletrônicos,3524.56,2192.52,0.25,0.18,2021-08-11
Beatriz Santos,Vestuário,4367.25,2459.81,0.18,0.17,2021-08-11
Camila Lima,Vestuário,1223.24,2792.43,0.1,0.17,2021-08-11
Thiago Barbosa,Acessórios,1564.38,618.73,0.32,0.54,2021-08-11
Letícia Ribeiro,Acessórios,1997.9,1611.77,0.26,0.4,2021-08-11
Enzo Nascimento,Casa,1342.3,5650.87,0.43,0.3,2021-08-11
Guilherme Santos,Casa,2673.67,3489.98,0.22,0.26,2021-08-11
Vitória Ribeiro,Brinquedo,2898.64,3403.62,0.17,0.24,2021-08-11
Julia Araújo,Esportes,1411.4,2334.34,0.33,0.31,2021-08-11
Lucas Rodrigues,Esportes,3391.92,2689.24,0.18,0.34,2021-08-11
Thiago Carvalho,Esportes,6241.95,4553.17,0.17,0.38,2021-08-11
Mateus Barbosa,Eletrônicos,6872.87,2172.31,0.26,0.22,2021-08-11
Camila Carvalho,Casa,5450.26,4201.49,0.36,0.25,2021-08-11
Diego Cardoso,Vestuário,4583.17,3314.65,0.14,0.17,2021-08-11
Jorge Santos,Brinquedo,2096.59,4468.18,0.31,0.28,2021-08-11
Raphael Silva,Papelaria,894.59,777.35,0.56,0.49,2021-08-11
Caroline Reis,Papelaria,332.88,723.61,0.36,0.47,2021-08-11
Letícia Nascimento,Eletrônicos,6022.9,3371.41,0.1,0.2,2021-08-12
Ana Sousa,Eletrônicos,1315.3,5363.78,0.26,0.18,2021-08-12
Gustavo Martins,Eletrônicos,5044.01,3436.5,0.31,0.2,2021-08-12
Beatriz Santos,Vestuário,1395.42,2382.07,0.16,0.15,2021-08-12
Camila Lima,Vestuário,3779.05,2134.98,0.28,0.21,2021-08-12
Thiago Barbosa,Acessórios,1911.69,945.68,0.36,0.48,2021-08-12
Letícia Ribeiro,Acessórios,2127.43,1196.97,0.34,0.5,2021-08-12
Enzo Nascimento,Casa,1808.5,2854.11,0.3,0.26,2021-08-12
Guilherme Santos,Casa,4521.35,6177.59,0.24,0.31,2021-08-12
Vitória Ribeiro,Brinquedo,2193.33,4460.23,0.3,0.23,2021-08-12
Julia Araújo,Esportes,1941.17,3888.64,0.31,0.31,2021-08-12
Lucas Rodrigues,Esportes,2890.21,5097.44,0.22,0.33,2021-08-12
Thiago Carvalho,Esportes,6987.34,2757.93,0.22,0.27,2021-08-12
Mateus Barbosa,Eletrônicos,5616.84,3777.27,0.16,0.21,2021-08-12
Camila Carvalho,Casa,7579.28,5389.27,0.35,0.32,2021-08-12
Diego Cardoso,Vestuário,4981.8,2477.49,0.13,0.17,2021-08-12
Jorge Santos,Brinquedo,5056.75,4218.61,0.31,0.21,2021-08-12
Raphael Silva,Papelaria,238.14,764.42,0.23,0.4,2021-08-12
Caroline Reis,Papelaria,396.07,749.35,0.2,0.49,2021-08-12
Letícia Nascimento,Eletrônicos,3570.27,4555.37,0.26,0.24,2021-08-13
Ana Sousa,Eletrônicos,2928.55,2655.01,0.13,0.17,2021-08-13
Gustavo Martins,Eletrônicos,6276.0,4307.27,0.11,0.22,2021-08-13
Beatriz Santos,Vestuário,1667.08,2050.16,0.27,0.18,2021-08-13
Camila Lima,Vestuário,2748.49,3189.37,0.23,0.16,2021-08-13
Thiago Barbosa,Acessórios,1427.05,748.84,0.64,0.52,2021-08-13
Letícia Ribeiro,Acessórios,1082.29,655.98,0.6,0.54,2021-08-13
Enzo Nascimento,Casa,6698.58,5388.7,0.36,0.28,2021-08-13
Guilherme Santos,Casa,7679.25,6083.77,0.37,0.25,2021-08-13
Vitória Ribeiro,Brinquedo,1201.82,2947.61,0.16,0.22,2021-08-13
Julia Araújo,Esportes,3557.15,5238.47,0.4,0.3,2021-08-13
Lucas Rodrigues,Esportes,3551.81,3627.53,0.17,0.27,2021-08-13
Thiago Carvalho,Esportes,1278.39,1867.18,0.45,0.39,2021-08-13
Mateus Barbosa,Eletrônicos,1363.07,1886.35,0.13,0.22,2021-08-13
Camila Carvalho,Casa,5595.08,2771.18,0.21,0.28,2021-08-13
Diego Cardoso,Vestuário,3381.74,3959.23,0.12,0.15,2021-08-13
Jorge Santos,Brinquedo,183.49,4148.57,0.14,0.22,2021-08-13
Raphael Silva,Papelaria,615.22,746.65,0.63,0.43,2021-08-13
Caroline Reis,Papelaria,602.84,633.41,0.45,0.4,2021-08-13
Letícia Nascimento,Eletrônicos,6524.07,3947.49,0.19,0.18,2021-08-14
Ana Sousa,Eletrônicos,5288.02,4563.29,0.23,0.17,2021-08-14
Gustavo Martins,Eletrônicos,1082.02,4755.7,0.32,0.22,2021-08-14
Beatriz Santos,Vestuário,4195.2,3749.91,0.19,0.15,2021-08-14
Camila Lima,Vestuário,2551.07,1469.66,0.21,0.2,2021-08-14
Thiago Barbosa,Acessórios,598.36,1197.16,0.26,0.42,2021-08-14
Letícia Ribeiro,Acessórios,1814.55,1833.57,0.56,0.6,2021-08-14
Enzo Nascimento,Casa,6824.64,5887.59,0.24,0.26,2021-08-14
Guilherme Santos,Casa,5004.84,1701.54,0.33,0.24,2021-08-14
Vitória Ribeiro,Brinquedo,3534.86,1943.04,0.15,0.22,2021-08-14
Julia Araújo,Esportes,5404.85,2950.4,0.49,0.31,2021-08-14
Lucas Rodrigues,Esportes,5803.98,5633.06,0.42,0.39,2021-08-14
Thiago Carvalho,Esportes,2991.21,5611.18,0.26,0.39,2021-08-14
Mateus Barbosa,Eletrônicos,2089.27,5027.67,0.13,0.22,2021-08-14
Camila Carvalho,Casa,3055.66,3148.08,0.33,0.28,2021-08-14
Diego Cardoso,Vestuário,2747.6,1537.33,0.15,0.16,2021-08-14
Jorge Santos,Brinquedo,5466.49,2182.24,0.31,0.26,2021-08-14
Raphael Silva,Papelaria,170.12,420.8,0.59,0.5,2021-08-14
Caroline Reis,Papelaria,497.95,412.29,0.54,0.4,2021-08-14
Letícia Nascimento,Eletrônicos,988.28,3371.17,0.21,0.18,2021-08-15
Ana Sousa,Eletrônicos,1056.65,1443.31,0.15,0.24,2021-08-15
Gustavo Martins,Eletrônicos,751.39,2714.56,0.21,0.18,2021-08-15
Beatriz Santos,Vestuário,1087.98,3096.66,0.08,0.15,2021-08-15
Camila Lima,Vestuário,4214.38,2692.68,0.07,0.2,2021-08-15
Thiago Barbosa,Acessórios,565.36,1800.7,0.26,0.5,2021-08-15
Letícia Ribeiro,Acessórios,348.67,1061.08,0.34,0.46,2021-08-15
Enzo Nascimento,Casa,5453.67,6179.07,0.37,0.31,2021-08-15
Guilherme Santos,Casa,4618.68,5528.98,0.39,0.24,2021-08-15
Vitória Ribeiro,Brinquedo,516.63,3418.05,0.23,0.21,2021-08-15
Julia Araújo,Esportes,3906.47,4673.65,0.49,0.31,2021-08-15
Lucas Rodrigues,Esportes,5934.79,4802.16,0.43,0.39,2021-08-15
Thiago Carvalho,Esportes,6413.82,2601.97,0.38,0.33,2021-08-15
Mateus Barbosa,Eletrônicos,5901.16,3580.66,0.14,0.21,2021-08-15
Camila Carvalho,Casa,4133.42,4300.42,0.25,0.32,2021-08-15
Diego Cardoso,Vestuário,2959.52,3263.79,0.15,0.19,2021-08-15
Jorge Santos,Brinquedo,4743.19,3700.01,0.31,0.28,2021-08-15
Raphael Silva,Papelaria,769.43,563.24,0.68,0.47,2021-08-15
Caroline Reis,Papelaria,338.74,619.36,0.36,0.38,2021-08-15
Letícia Nascimento,Eletrônicos,367.57,5191.55,0.08,0.19,2021-08-16
Ana Sousa,Eletrônicos,6176.95,2035.56,0.22,0.23,2021-08-16
Gustavo Martins,Eletrônicos,780.76,2093.27,0.18,0.23,2021-08-16
Beatriz Santos,Vestuário,2189.98,3427.07,0.1,0.2,2021-08-16
Camila Lima,Vestuário,1229.42,2463.99,0.08,0.2,2021-08-16
Thiago Barbosa,Acessórios,1836.29,822.75,0.28,0.4,2021-08-16
Letícia Ribeiro,Acessórios,2035.25,1538.56,0.76,0.48,2021-08-16
Enzo Nascimento,Casa,1803.43,4169.79,0.36,0.23,2021-08-16
Guilherme Santos,Casa,1116.17,5341.06,0.42,0.28,2021-08-16
Vitória Ribeiro,Brinquedo,4134.61,1698.68,0.35,0.22,2021-08-16
Julia Araújo,Esportes,2542.84,4219.56,0.43,0.35,2021-08-16
Lucas Rodrigues,Esportes,2573.16,3126.4,0.47,0.36,2021-08-16
Thiago Carvalho,Esportes,5043.55,2853.57,0.29,0.35,2021-08-16
Mateus Barbosa,Eletrônicos,5375.08,2787.45,0.09,0.22,2021-08-16
Camila Carvalho,Casa,5250.16,1659.19,0.39,0.31,2021-08-16
Diego Cardoso,Vestuário,5023.07,4058.36,0.08,0.2,2021-08-16
Jorge Santos,Brinquedo,2818.82,2916.6,0.36,0.25,2021-08-16
Raphael Silva,Papelaria,579.24,371.84,0.41,0.47,2021-08-16
Caroline Reis,Papelaria,657.17,600.74,0.49,0.41,2021-08-16
Letícia Nascimento,Eletrônicos,2908.33,2647.6,0.11,0.18,2021-08-17
Ana Sousa,Eletrônicos,699.87,2389.54,0.24,0.22,2021-08-17
Gustavo Martins,Eletrônicos,5730.64,3185.38,0.12,0.22,2021-08-17
Beatriz Santos,Vestuário,1922.97,1629.13,0.19,0.16,2021-08-17
Camila Lima,Vestuário,4169.54,1332.32,0.22,0.15,2021-08-17
Thiago Barbosa,Acessórios,629.48,676.74,0.22,0.4,2021-08-17
Letícia Ribeiro,Acessórios,332.3,837.41,0.8,0.5,2021-08-17
Enzo Nascimento,Casa,5802.71,4518.32,0.42,0.29,2021-08-17
Guilherme Santos,Casa,2761.16,4314.33,0.14,0.32,2021-08-17
Vitória Ribeiro,Brinquedo,2614.45,4168.64,0.37,0.21,2021-08-17
Julia Araújo,Esportes,3934.79,2476.89,0.47,0.33,2021-08-17
Lucas Rodrigues,Esportes,4881.01,1880.19,0.43,0.3,2021-08-17
Thiago Carvalho,Esportes,1629.97,3221.77,0.42,0.31,2021-08-17
Mateus Barbosa,Eletrônicos,4071.9,3499.71,0.1,0.21,2021-08-17
Camila Carvalho,Casa,254.46,1635.23,0.32,0.31,2021-08-17
Diego Cardoso,Vestuário,1367.06,3093.3,0.1,0.2,2021-08-17
Jorge Santos,Brinquedo,1825.4,2272.23,0.18,0.21,2021-08-17
Raphael Silva,Papelaria,421.01,352.51,0.54,0.47,2021-08-17
Caroline Reis,Papelaria,358.61,468.08,0.34,0.45,2021-08-17
Letícia Nascimento,Eletrônicos,6261.19,4901.75,0.27,0.19,2021-08-18
Ana Sousa,Eletrônicos,1542.95,2246.68,0.14,0.18,2021-08-18
Gustavo Martins,Eletrônicos,294.99,2209.44,0.3,0.21,2021-08-18
Beatriz Santos,Vestuário,3645.39,4027.41,0.27,0.17,2021-08-18
Camila Lima,Vestuário,1885.88,1756.09,0.27,0.18,2021-08-18
Thiago Barbosa,Acessórios,968.87,1416.77,0.4,0.48,2021-08-18
Letícia Ribeiro,Acessórios,2176.93,606.43,0.72,0.52,2021-08-18
Enzo Nascimento,Casa,4556.88,2701.92,0.31,0.26,2021-08-18
Guilherme Santos,Casa,1024.55,6146.98,0.4,0.26,2021-08-18
Vitória Ribeiro,Brinquedo,5448.78,3564.32,0.4,0.27,2021-08-18
Julia Araújo,Esportes,6834.87,2010.75,0.31,0.3,2021-08-18
Lucas Rodrigues,Esportes,315.68,4108.36,0.38,0.26,2021-08-18
Thiago Carvalho,Esportes,5432.89,5088.7,0.4,0.38,2021-08-18
Mateus Barbosa,Eletrônicos,4612.61,5115.25,0.29,0.18,2021-08-18
Camila Carvalho,Casa,4336.03,3153.09,0.14,0.32,2021-08-18
Diego Cardoso,Vestuário,5045.94,1174.6,0.27,0.19,2021-08-18
Jorge Santos,Brinquedo,3097.31,2469.89,0.14,0.29,2021-08-18
Raphael Silva,Papelaria,180.74,767.67,0.4,0.45,2021-08-18
Caroline Reis,Papelaria,137.39,509.31,0.25,0.49,2021-08-18
Letícia Nascimento,Eletrônicos,6495.92,3431.05,0.26,0.17,2021-08-19
Ana Sousa,Eletrônicos,6627.8,2249.03,0.14,0.19,2021-08-19
Gustavo Martins,Eletrônicos,6110.04,3745.91,0.23,0.22,2021-08-19
Beatriz Santos,Vestuário,2999.68,2534.94,0.08,0.15,2021-08-19
Camila Lima,Vestuário,1080.87,4121.44,0.17,0.17,2021-08-19
